InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,Description,District,Total_Price_LKR
EH-2024001231,20104,2024-01-10 18:59:00,1,84280,Samsung Galaxy A14 Smartphone,Ratnapura,84280
EH-2024001231,20104,2024-01-10 18:59:00,1,10030,itel Feature Phone,Ratnapura,10030
EH-2024001232,20118,2024-01-10 19:06:09,1,49940,Xiaomi Redmi 12 Smartphone,Gampaha,49940
EH-2024001232,20118,2024-01-10 19:06:09,1,6100,National Table Fan 16-inch,Gampaha,6100
EH-2024001232,20118,2024-01-10 19:06:09,1,81810,Samsung Galaxy A14 Smartphone,Gampaha,81810
EH-2024001233,20109,2024-01-11 18:29:19,1,6580,Abans Blender 400W,Kandy,6580
EH-2024001233,20109,2024-01-11 18:29:19,1,75610,Singer LED TV 43-inch,Kandy,75610
EH-2024001234,20030,2024-01-12 19:26:56,1,10150,itel Feature Phone,Colombo,10150
EH-2024001234,20030,2024-01-12 19:26:56,3,1070,Rechargeable LED Bulb,Colombo,3210
EH-2024001235,20019,2024-01-13 14:01:02,1,77190,Singer LED TV 43-inch,Gampaha,77190
EH-2024001235,20019,2024-01-13 14:01:02,1,5720,National Table Fan 16-inch,Gampaha,5720
EH-2024001235,20019,2024-01-13 14:01:02,1,4070,Power Bank 10000mAh,Gampaha,4070
EH-2024001236,20162,2024-01-13 16:30:15,1,5500,Bluetooth Earbuds,Ratnapura,5500
EH-2024001236,20162,2024-01-13 16:30:15,1,6240,Abans Blender 400W,Ratnapura,6240
EH-2024001236,20162,2024-01-13 16:30:15,1,24020,Panasonic Inverter 700VA,Ratnapura,24020
EH-2024001237,20024,2024-01-13 19:02:32,1,5890,National Table Fan 16-inch,Colombo,5890
EH-2024001237,20024,2024-01-13 19:02:32,1,80900,Singer LED TV 43-inch,Colombo,80900
EH-2024001237,20024,2024-01-13 19:02:32,2,1110,Rechargeable LED Bulb,Colombo,2220
EH-2024001238,20133,2024-01-14 15:10:26,1,1200,Extension Cord (4-Socket),Batticaloa,1200
EH-2024001238,20133,2024-01-14 15:10:26,1,6120,National Table Fan 16-inch,Batticaloa,6120
EH-2024001238,20133,2024-01-14 15:10:26,1,1840,Gas Cooker Adapter (LPG-saver),Batticaloa,1840
EH-2024001239,20187,2024-01-14 16:19:30,1,1180,Extension Cord (4-Socket),Gampaha,1180
EH-2024001239,20187,2024-01-14 16:19:30,2,4430,Solar Lantern (Rechargeable),Gampaha,8860
EH-2024001239,20187,2024-01-14 16:19:30,1,5530,Bluetooth Earbuds,Gampaha,5530
EH-2024001240,20074,2024-01-14 17:25:04,1,24310,Panasonic Inverter 700VA,Anuradhapura,24310
EH-2024001240,20074,2024-01-14 17:25:04,1,78950,Singer LED TV 43-inch,Anuradhapura,78950
EH-2024001241,20207,2024-01-15 10:44:38,1,11040,itel Feature Phone,Colombo,11040
EH-2024001241,20207,2024-01-15 10:44:38,1,7790,Innovex Rice Cooker 1.8L,Colombo,7790
EH-2024001242,20031,2024-01-16 11:18:18,1,78480,Singer LED TV 43-inch,Kurunegala,78480
EH-2024001243,20231,2024-01-16 12:02:20,1,22380,Panasonic Inverter 700VA,Colombo,22380
EH-2024001244,20183,2024-01-17 11:58:59,1,10090,itel Feature Phone,Kalutara,10090
EH-2024001244,20183,2024-01-17 11:58:59,1,8230,Innovex Rice Cooker 1.8L,Kalutara,8230
EH-2024001244,20183,2024-01-17 11:58:59,1,5830,Bluetooth Earbuds,Kalutara,5830
EH-2024001245,20179,2024-01-17 15:52:40,2,1060,Rechargeable LED Bulb,Gampaha,2120
EH-2024001245,20179,2024-01-17 15:52:40,1,74380,Singer LED TV 43-inch,Gampaha,74380
EH-2024001246,20071,2024-01-17 17:41:09,1,5560,Bluetooth Earbuds,Kalutara,5560
EH-2024001246,20071,2024-01-17 17:41:09,1,6820,Abans Blender 400W,Kalutara,6820
EH-2024001246,20071,2024-01-17 17:41:09,2,1130,Extension Cord (4-Socket),Kalutara,2260
EH-2024001247,20043,2024-01-17 18:20:40,1,42670,Singer LED TV 32-inch,Kurunegala,42670
EH-2024001247,20043,2024-01-17 18:20:40,1,75430,Singer LED TV 43-inch,Kurunegala,75430
EH-2024001248,20244,2024-01-19 10:06:57,1,22120,Panasonic Inverter 700VA,Gampaha,22120
EH-2024001248,20244,2024-01-19 10:06:57,1,8450,Innovex Rice Cooker 1.8L,Gampaha,8450
EH-2024001249,20053,2024-01-19 11:00:17,1,2570,Laptop Cooling Pad,Ratnapura,2570
EH-2024001250,20218,2024-01-19 11:10:30,1,1090,Rechargeable LED Bulb,Badulla,1090
EH-2024001250,20218,2024-01-19 11:10:30,1,2680,Laptop Cooling Pad,Badulla,2680
EH-2024001251,20121,2024-01-19 16:52:44,2,1170,Extension Cord (4-Socket),Gampaha,2340
EH-2024001251,20121,2024-01-19 16:52:44,1,2700,Laptop Cooling Pad,Gampaha,2700
EH-2024001251,20121,2024-01-19 16:52:44,1,5720,National Table Fan 16-inch,Gampaha,5720
EH-2024001252,20047,2024-01-19 18:34:27,1,4500,Solar Lantern (Rechargeable),Matara,4500
EH-2024001253,20062,2024-01-19 18:51:57,1,4900,Philips Electric Kettle,Colombo,4900
EH-2024001253,20062,2024-01-19 18:51:57,1,28550,Inverter Battery 12V 100Ah,Colombo,28550
EH-2024001254,20044,2024-01-20 08:18:37,1,27610,Inverter Battery 12V 100Ah,Jaffna,27610
EH-2024001254,20044,2024-01-20 08:18:37,1,74770,Singer LED TV 43-inch,Jaffna,74770
EH-2024001254,20044,2024-01-20 08:18:37,1,22910,Panasonic Inverter 700VA,Jaffna,22910
EH-2024001255,20006,2024-01-20 14:20:03,1,6260,National Table Fan 16-inch,Gampaha,6260
EH-2024001255,20006,2024-01-20 14:20:03,1,3790,Power Bank 10000mAh,Gampaha,3790
EH-2024001255,20006,2024-01-20 14:20:03,1,50930,Xiaomi Redmi 12 Smartphone,Gampaha,50930
EH-2024001256,20150,2024-01-20 20:26:34,2,4350,Solar Lantern (Rechargeable),Ratnapura,8700
EH-2024001256,20150,2024-01-20 20:26:34,1,11020,itel Feature Phone,Ratnapura,11020
EH-2024001256,20150,2024-01-20 20:26:34,1,2610,Laptop Cooling Pad,Ratnapura,2610
EH-2024001257,20086,2024-01-21 13:21:17,1,6370,Abans Blender 400W,Galle,6370
EH-2024001257,20086,2024-01-21 13:21:17,1,23660,Panasonic Inverter 700VA,Galle,23660
EH-2024001258,20186,2024-01-21 17:01:02,1,6660,Abans Blender 400W,Kandy,6660
EH-2024001259,20062,2024-01-22 08:37:38,2,1170,Extension Cord (4-Socket),Colombo,2340
EH-2024001259,20062,2024-01-22 08:37:38,1,3790,Power Bank 10000mAh,Colombo,3790
EH-2024001259,20062,2024-01-22 08:37:38,1,2690,Laptop Cooling Pad,Colombo,2690
EH-2024001260,20121,2024-01-22 12:42:38,1,5380,Bluetooth Earbuds,Gampaha,5380
EH-2024001260,20121,2024-01-22 12:42:38,1,1890,Gas Cooker Adapter (LPG-saver),Gampaha,1890
EH-2024001260,20121,2024-01-22 12:42:38,1,7950,Innovex Rice Cooker 1.8L,Gampaha,7950
EH-2024001261,20123,2024-01-23 15:34:49,2,1020,Rechargeable LED Bulb,Colombo,2040
EH-2024001261,20123,2024-01-23 15:34:49,1,4060,Power Bank 10000mAh,Colombo,4060
EH-2024001261,20123,2024-01-23 15:34:49,1,6280,National Table Fan 16-inch,Colombo,6280
EH-2024001262,20229,2024-01-23 17:18:38,1,54080,Xiaomi Redmi 12 Smartphone,Colombo,54080
EH-2024001262,20229,2024-01-23 17:18:38,1,45400,Singer LED TV 32-inch,Colombo,45400
EH-2024001263,20255,2024-01-23 18:35:01,1,5520,Bluetooth Earbuds,Colombo,5520
EH-2024001263,20255,2024-01-23 18:35:01,1,8180,Innovex Rice Cooker 1.8L,Colombo,8180
EH-2024001264,20053,2024-01-23 20:49:51,1,7920,Innovex Rice Cooker 1.8L,Ratnapura,7920
EH-2024001264,20053,2024-01-23 20:49:51,1,9260,Sony Bluetooth Speaker,Ratnapura,9260
EH-2024001264,20053,2024-01-23 20:49:51,1,6610,Abans Blender 400W,Ratnapura,6610
EH-2024001265,20071,2024-01-25 08:25:51,1,1060,Rechargeable LED Bulb,Kalutara,1060
EH-2024001266,20254,2024-01-25 12:36:38,2,1230,Extension Cord (4-Socket),Colombo,2460
EH-2024001266,20254,2024-01-25 12:36:38,1,53390,Xiaomi Redmi 12 Smartphone,Colombo,53390
EH-2024001267,20177,2024-01-25 19:04:44,1,10850,itel Feature Phone,Gampaha,10850
EH-2024001267,20177,2024-01-25 19:04:44,1,1810,Gas Cooker Adapter (LPG-saver),Gampaha,1810
EH-2024001267,20177,2024-01-25 19:04:44,1,1070,Rechargeable LED Bulb,Gampaha,1070
EH-2024001268,20053,2024-01-26 10:06:09,1,4480,Solar Lantern (Rechargeable),Ratnapura,4480
EH-2024001269,20071,2024-01-27 08:53:29,1,23710,Panasonic Inverter 700VA,Kalutara,23710
EH-2024001269,20071,2024-01-27 08:53:29,1,5610,Bluetooth Earbuds,Kalutara,5610
EH-2024001269,20071,2024-01-27 08:53:29,1,1860,Gas Cooker Adapter (LPG-saver),Kalutara,1860
EH-2024001270,20055,2024-01-27 14:40:42,1,5740,Bluetooth Earbuds,Matara,5740
EH-2024001271,20097,2024-01-27 14:44:28,2,1190,Extension Cord (4-Socket),Matale,2380
EH-2024001272,20011,2024-01-27 16:00:44,2,4160,Solar Lantern (Rechargeable),Ratnapura,8320
EH-2024001272,20011,2024-01-27 16:00:44,2,1180,Extension Cord (4-Socket),Ratnapura,2360
EH-2024001272,20011,2024-01-27 16:00:44,1,85330,Samsung Galaxy A14 Smartphone,Ratnapura,85330
EH-2024001273,20115,2024-01-27 17:23:26,1,6140,Abans Blender 400W,Gampaha,6140
EH-2024001273,20115,2024-01-27 17:23:26,2,3850,Power Bank 10000mAh,Gampaha,7700
EH-2024001273,20115,2024-01-27 17:23:26,1,43820,Singer LED TV 32-inch,Gampaha,43820
EH-2024001274,20030,2024-01-27 18:13:31,1,4570,Solar Lantern (Rechargeable),Colombo,4570
EH-2024001274,20030,2024-01-27 18:13:31,1,1880,Gas Cooker Adapter (LPG-saver),Colombo,1880
EH-2024001275,20228,2024-01-27 19:05:28,1,6740,Abans Blender 400W,Gampaha,6740
EH-2024001275,20228,2024-01-27 19:05:28,1,81650,Samsung Galaxy A14 Smartphone,Gampaha,81650
EH-2024001276,20071,2024-01-27 19:53:58,2,1180,Extension Cord (4-Socket),Kalutara,2360
EH-2024001276,20071,2024-01-27 19:53:58,1,6370,Abans Blender 400W,Kalutara,6370
EH-2024001277,20212,2024-01-28 13:40:04,1,53530,Xiaomi Redmi 12 Smartphone,Kurunegala,53530
EH-2024001277,20212,2024-01-28 13:40:04,1,76970,Singer LED TV 43-inch,Kurunegala,76970
EH-2024001277,20212,2024-01-28 13:40:04,1,6620,Abans Blender 400W,Kurunegala,6620
EH-2024001278,20192,2024-01-28 15:57:04,1,2500,Laptop Cooling Pad,Kurunegala,2500
EH-2024001278,20192,2024-01-28 15:57:04,1,5350,Bluetooth Earbuds,Kurunegala,5350
EH-2024001278,20192,2024-01-28 15:57:04,2,1050,Rechargeable LED Bulb,Kurunegala,2100
EH-2024001279,20086,2024-01-30 12:59:40,2,4990,Philips Electric Kettle,Galle,9980
EH-2024001280,20097,2024-01-30 16:51:05,1,22260,Panasonic Inverter 700VA,Matale,22260
EH-2024001280,20097,2024-01-30 16:51:05,2,1050,Rechargeable LED Bulb,Matale,2100
EH-2024001280,20097,2024-01-30 16:51:05,1,6180,National Table Fan 16-inch,Matale,6180
EH-2024001281,20058,2024-01-31 13:53:28,3,1010,Rechargeable LED Bulb,Galle,3030
EH-2024001281,20058,2024-01-31 13:53:28,1,156600,LG Washing Machine 7kg,Galle,156600
EH-2024001281,20058,2024-01-31 13:53:28,1,4580,Solar Lantern (Rechargeable),Galle,4580
EH-2024001282,20252,2024-01-31 17:04:56,1,5860,Bluetooth Earbuds,Badulla,5860
EH-2024001283,20097,2024-01-31 19:11:08,1,5800,Bluetooth Earbuds,Matale,5800
EH-2024001283,20097,2024-01-31 19:11:08,1,1190,Extension Cord (4-Socket),Matale,1190
EH-2024001284,20080,2024-02-01 08:43:07,2,4470,Solar Lantern (Rechargeable),Kalutara,8940
EH-2024001284,20080,2024-02-01 08:43:07,1,42810,Singer LED TV 32-inch,Kalutara,42810
EH-2024001285,20162,2024-02-01 10:54:33,1,1140,Extension Cord (4-Socket),Ratnapura,1140
EH-2024001285,20162,2024-02-01 10:54:33,1,44370,Singer LED TV 32-inch,Ratnapura,44370
EH-2024001285,20162,2024-02-01 10:54:33,1,22180,Panasonic Inverter 700VA,Ratnapura,22180
EH-2024001286,20157,2024-02-01 14:17:31,1,4710,Philips Electric Kettle,Matale,4710
EH-2024001286,20157,2024-02-01 14:17:31,1,5450,Bluetooth Earbuds,Matale,5450
EH-2024001286,20157,2024-02-01 14:17:31,1,3950,Power Bank 10000mAh,Matale,3950
EH-2024001287,20121,2024-02-02 13:52:27,1,26210,Inverter Battery 12V 100Ah,Gampaha,26210
EH-2024001288,20202,2024-02-02 16:39:17,1,8390,Innovex Rice Cooker 1.8L,Gampaha,8390
EH-2024001288,20202,2024-02-02 16:39:17,1,52790,Xiaomi Redmi 12 Smartphone,Gampaha,52790
EH-2024001288,20202,2024-02-02 16:39:17,1,42350,Singer LED TV 32-inch,Gampaha,42350
EH-2024001289,20054,2024-02-03 14:43:41,1,10260,itel Feature Phone,Colombo,10260
EH-2024001289,20054,2024-02-03 14:43:41,1,8690,Sony Bluetooth Speaker,Colombo,8690
EH-2024001289,20054,2024-02-03 14:43:41,1,5750,National Table Fan 16-inch,Colombo,5750
EH-2024001290,20192,2024-02-03 16:31:53,1,8240,Innovex Rice Cooker 1.8L,Kurunegala,8240
EH-2024001290,20192,2024-02-03 16:31:53,1,1830,Gas Cooker Adapter (LPG-saver),Kurunegala,1830
EH-2024001291,20232,2024-02-04 13:08:28,1,7990,Innovex Rice Cooker 1.8L,Colombo,7990
EH-2024001291,20232,2024-02-04 13:08:28,1,4600,Philips Electric Kettle,Colombo,4600
EH-2024001292,20229,2024-02-05 09:30:53,1,6480,Abans Blender 400W,Colombo,6480
EH-2024001292,20229,2024-02-05 09:30:53,2,4070,Power Bank 10000mAh,Colombo,8140
EH-2024001292,20229,2024-02-05 09:30:53,1,10810,itel Feature Phone,Colombo,10810
EH-2024001293,20099,2024-02-05 14:28:38,1,76230,Singer LED TV 43-inch,Kalutara,76230
EH-2024001294,20223,2024-02-06 09:54:21,1,5840,Bluetooth Earbuds,Colombo,5840
EH-2024001294,20223,2024-02-06 09:54:21,1,50990,Xiaomi Redmi 12 Smartphone,Colombo,50990
EH-2024001294,20223,2024-02-06 09:54:21,2,4560,Philips Electric Kettle,Colombo,9120
EH-2024001295,20148,2024-02-06 14:34:02,3,1020,Rechargeable LED Bulb,Kandy,3060
EH-2024001295,20148,2024-02-06 14:34:02,1,27430,Inverter Battery 12V 100Ah,Kandy,27430
EH-2024001296,20071,2024-02-06 17:10:50,1,6590,Abans Blender 400W,Kalutara,6590
EH-2024001296,20071,2024-02-06 17:10:50,3,1010,Rechargeable LED Bulb,Kalutara,3030
EH-2024001296,20071,2024-02-06 17:10:50,1,4140,Power Bank 10000mAh,Kalutara,4140
EH-2024001297,20049,2024-02-06 19:31:05,1,5820,National Table Fan 16-inch,Colombo,5820
EH-2024001298,20044,2024-02-07 11:10:05,1,22610,Panasonic Inverter 700VA,Jaffna,22610
EH-2024001299,20081,2024-02-07 13:03:40,1,10190,itel Feature Phone,Colombo,10190
EH-2024001299,20081,2024-02-07 13:03:40,1,5650,Bluetooth Earbuds,Colombo,5650
EH-2024001299,20081,2024-02-07 13:03:40,1,1050,Rechargeable LED Bulb,Colombo,1050
EH-2024001300,20231,2024-02-07 17:56:14,1,5760,Bluetooth Earbuds,Colombo,5760
EH-2024001301,20071,2024-02-09 13:15:30,1,49550,Xiaomi Redmi 12 Smartphone,Kalutara,49550
EH-2024001301,20071,2024-02-09 13:15:30,1,4170,Solar Lantern (Rechargeable),Kalutara,4170
EH-2024001302,20038,2024-02-09 19:22:51,1,3920,Power Bank 10000mAh,Anuradhapura,3920
EH-2024001302,20038,2024-02-09 19:22:51,1,42470,Singer LED TV 32-inch,Anuradhapura,42470
EH-2024001303,20203,2024-02-10 08:46:16,2,4010,Power Bank 10000mAh,Galle,8020
EH-2024001304,20042,2024-02-10 08:57:40,1,5700,Bluetooth Earbuds,Gampaha,5700
EH-2024001304,20042,2024-02-10 08:57:40,1,80670,Samsung Galaxy A14 Smartphone,Gampaha,80670
EH-2024001304,20042,2024-02-10 08:57:40,1,3800,Power Bank 10000mAh,Gampaha,3800
EH-2024001305,20043,2024-02-10 14:48:30,1,5320,Bluetooth Earbuds,Kurunegala,5320
EH-2024001305,20043,2024-02-10 14:48:30,1,5810,National Table Fan 16-inch,Kurunegala,5810
EH-2024001305,20043,2024-02-10 14:48:30,1,81770,Samsung Galaxy A14 Smartphone,Kurunegala,81770
EH-2024001306,20194,2024-02-10 14:53:39,1,11000,itel Feature Phone,Kalutara,11000
EH-2024001306,20194,2024-02-10 14:53:39,1,5790,National Table Fan 16-inch,Kalutara,5790
EH-2024001306,20194,2024-02-10 14:53:39,2,4550,Solar Lantern (Rechargeable),Kalutara,9100
EH-2024001307,20229,2024-02-10 16:26:41,1,106000,Kelvinator Refrigerator 190L,Colombo,106000
EH-2024001307,20229,2024-02-10 16:26:41,1,4100,Power Bank 10000mAh,Colombo,4100
EH-2024001307,20229,2024-02-10 16:26:41,1,9250,Sony Bluetooth Speaker,Colombo,9250
EH-2024001308,20165,2024-02-10 18:06:34,1,78890,Samsung Galaxy A14 Smartphone,Jaffna,78890
EH-2024001308,20165,2024-02-10 18:06:34,1,1050,Rechargeable LED Bulb,Jaffna,1050
EH-2024001308,20165,2024-02-10 18:06:34,1,10530,itel Feature Phone,Jaffna,10530
EH-2024001309,20106,2024-02-10 18:48:24,1,6790,Abans Blender 400W,Colombo,6790
EH-2024001309,20106,2024-02-10 18:48:24,1,9350,Sony Bluetooth Speaker,Colombo,9350
EH-2024001310,20153,2024-02-10 20:40:30,1,10650,itel Feature Phone,Colombo,10650
EH-2024001310,20153,2024-02-10 20:40:30,1,2480,Laptop Cooling Pad,Colombo,2480
EH-2024001311,20188,2024-02-11 15:56:56,1,7870,Innovex Rice Cooker 1.8L,Trincomalee,7870
EH-2024001312,20212,2024-02-11 16:16:43,1,54260,Xiaomi Redmi 12 Smartphone,Kurunegala,54260
EH-2024001312,20212,2024-02-11 16:16:43,1,5610,Bluetooth Earbuds,Kurunegala,5610
EH-2024001312,20212,2024-02-11 16:16:43,2,4010,Power Bank 10000mAh,Kurunegala,8020
EH-2024001313,20086,2024-02-12 13:09:35,1,83920,Samsung Galaxy A14 Smartphone,Galle,83920
EH-2024001313,20086,2024-02-12 13:09:35,1,5340,Bluetooth Earbuds,Galle,5340
EH-2024001314,20071,2024-02-13 08:36:15,1,42360,Singer LED TV 32-inch,Kalutara,42360
EH-2024001315,20057,2024-02-13 11:06:04,1,53010,Xiaomi Redmi 12 Smartphone,Gampaha,53010
EH-2024001315,20057,2024-02-13 11:06:04,1,1740,Gas Cooker Adapter (LPG-saver),Gampaha,1740
EH-2024001315,20057,2024-02-13 11:06:04,1,4030,Power Bank 10000mAh,Gampaha,4030
EH-2024001316,20157,2024-02-13 15:15:04,1,22860,Panasonic Inverter 700VA,Matale,22860
EH-2024001316,20157,2024-02-13 15:15:04,2,1130,Extension Cord (4-Socket),Matale,2260
EH-2024001316,20157,2024-02-13 15:15:04,1,8540,Innovex Rice Cooker 1.8L,Matale,8540
EH-2024001317,20082,2024-02-13 19:48:03,1,5660,National Table Fan 16-inch,Kurunegala,5660
EH-2024001318,20051,2024-02-14 18:11:42,1,9100,Sony Bluetooth Speaker,Gampaha,9100
EH-2024001318,20051,2024-02-14 18:11:42,1,81200,Samsung Galaxy A14 Smartphone,Gampaha,81200
EH-2024001319,20097,2024-02-15 10:23:22,1,24030,Panasonic Inverter 700VA,Matale,24030
EH-2024001320,20033,2024-02-15 12:10:24,1,11060,itel Feature Phone,Colombo,11060
EH-2024001320,20033,2024-02-15 12:10:24,1,2500,Laptop Cooling Pad,Colombo,2500
EH-2024001320,20033,2024-02-15 12:10:24,1,9010,Sony Bluetooth Speaker,Colombo,9010
EH-2024001321,20021,2024-02-17 13:48:20,1,6270,National Table Fan 16-inch,Colombo,6270
EH-2024001322,20071,2024-02-17 14:06:32,1,5760,National Table Fan 16-inch,Kalutara,5760
EH-2024001322,20071,2024-02-17 14:06:32,1,77230,Samsung Galaxy A14 Smartphone,Kalutara,77230
EH-2024001322,20071,2024-02-17 14:06:32,1,4550,Philips Electric Kettle,Kalutara,4550
EH-2024001323,20045,2024-02-17 14:47:35,1,6160,Abans Blender 400W,Colombo,6160
EH-2024001323,20045,2024-02-17 14:47:35,1,43890,Singer LED TV 32-inch,Colombo,43890
EH-2024001323,20045,2024-02-17 14:47:35,2,4710,Philips Electric Kettle,Colombo,9420
EH-2024001324,20107,2024-02-17 18:12:21,2,4120,Power Bank 10000mAh,Gampaha,8240
EH-2024001324,20107,2024-02-17 18:12:21,1,54510,Xiaomi Redmi 12 Smartphone,Gampaha,54510
EH-2024001324,20107,2024-02-17 18:12:21,3,1070,Rechargeable LED Bulb,Gampaha,3210
EH-2024001325,20053,2024-02-18 08:25:18,2,1040,Rechargeable LED Bulb,Ratnapura,2080
EH-2024001326,20220,2024-02-18 08:56:08,1,28840,Inverter Battery 12V 100Ah,Matara,28840
EH-2024001326,20220,2024-02-18 08:56:08,1,75650,Singer LED TV 43-inch,Matara,75650
EH-2024001326,20220,2024-02-18 08:56:08,1,10350,itel Feature Phone,Matara,10350
EH-2024001327,20035,2024-02-18 19:39:57,1,5520,Bluetooth Earbuds,Colombo,5520
EH-2024001328,20090,2024-02-19 11:20:45,1,2550,Laptop Cooling Pad,Galle,2550
EH-2024001328,20090,2024-02-19 11:20:45,1,81480,Samsung Galaxy A14 Smartphone,Galle,81480
EH-2024001328,20090,2024-02-19 11:20:45,2,1210,Extension Cord (4-Socket),Galle,2420
EH-2024001329,20157,2024-02-19 19:25:21,1,1210,Extension Cord (4-Socket),Matale,1210
EH-2024001330,20071,2024-02-19 19:33:25,1,5770,Bluetooth Earbuds,Kalutara,5770
EH-2024001330,20071,2024-02-19 19:33:25,1,1750,Gas Cooker Adapter (LPG-saver),Kalutara,1750
EH-2024001330,20071,2024-02-19 19:33:25,1,45820,Singer LED TV 32-inch,Kalutara,45820
EH-2024001331,20113,2024-02-20 08:58:32,1,10690,itel Feature Phone,Kalutara,10690
EH-2024001331,20113,2024-02-20 08:58:32,1,2590,Laptop Cooling Pad,Kalutara,2590
EH-2024001332,20024,2024-02-21 09:00:55,1,10980,itel Feature Phone,Colombo,10980
EH-2024001332,20024,2024-02-21 09:00:55,2,1190,Extension Cord (4-Socket),Colombo,2380
EH-2024001332,20024,2024-02-21 09:00:55,1,4700,Philips Electric Kettle,Colombo,4700
EH-2024001333,20184,2024-02-21 18:16:35,1,79250,Singer LED TV 43-inch,Colombo,79250
EH-2024001333,20184,2024-02-21 18:16:35,1,1050,Rechargeable LED Bulb,Colombo,1050
EH-2024001333,20184,2024-02-21 18:16:35,1,78150,Samsung Galaxy A14 Smartphone,Colombo,78150
EH-2024001334,20151,2024-02-23 14:10:20,1,9460,Sony Bluetooth Speaker,Colombo,9460
EH-2024001335,20224,2024-02-24 17:29:59,2,4980,Philips Electric Kettle,Ratnapura,9960
EH-2024001335,20224,2024-02-24 17:29:59,1,44930,Singer LED TV 32-inch,Ratnapura,44930
EH-2024001335,20224,2024-02-24 17:29:59,1,1060,Rechargeable LED Bulb,Ratnapura,1060
EH-2024001336,20192,2024-02-24 18:03:01,1,54880,Xiaomi Redmi 12 Smartphone,Kurunegala,54880
EH-2024001337,20133,2024-02-25 20:34:28,1,1230,Extension Cord (4-Socket),Batticaloa,1230
EH-2024001337,20133,2024-02-25 20:34:28,2,4630,Philips Electric Kettle,Batticaloa,9260
EH-2024001338,20031,2024-02-26 10:58:42,1,28050,Inverter Battery 12V 100Ah,Kurunegala,28050
EH-2024001338,20031,2024-02-26 10:58:42,2,4400,Solar Lantern (Rechargeable),Kurunegala,8800
EH-2024001339,20011,2024-02-26 15:05:07,1,6580,Abans Blender 400W,Ratnapura,6580
EH-2024001340,20134,2024-02-27 20:54:23,1,3840,Power Bank 10000mAh,Gampaha,3840
EH-2024001340,20134,2024-02-27 20:54:23,2,4740,Philips Electric Kettle,Gampaha,9480
EH-2024001341,20048,2024-02-28 10:22:41,3,1030,Rechargeable LED Bulb,Colombo,3090
EH-2024001341,20048,2024-02-28 10:22:41,1,5970,National Table Fan 16-inch,Colombo,5970
EH-2024001342,20132,2024-02-29 18:02:47,1,5740,National Table Fan 16-inch,Kandy,5740
EH-2024001342,20132,2024-02-29 18:02:47,2,4960,Philips Electric Kettle,Kandy,9920
EH-2024001343,20222,2024-02-29 18:28:48,1,6280,National Table Fan 16-inch,Matara,6280
EH-2024001343,20222,2024-02-29 18:28:48,1,44360,Singer LED TV 32-inch,Matara,44360
EH-2024001343,20222,2024-02-29 18:28:48,1,8240,Innovex Rice Cooker 1.8L,Matara,8240
EH-2024001344,20212,2024-03-01 13:03:20,1,6370,Abans Blender 400W,Kurunegala,6370
EH-2024001345,20193,2024-03-01 14:47:46,1,10800,itel Feature Phone,Colombo,10800
EH-2024001345,20193,2024-03-01 14:47:46,1,43340,Singer LED TV 32-inch,Colombo,43340
EH-2024001345,20193,2024-03-01 14:47:46,1,81400,Singer LED TV 43-inch,Colombo,81400
EH-2024001346,20106,2024-03-02 13:15:04,2,4610,Philips Electric Kettle,Colombo,9220
EH-2024001347,20053,2024-03-02 15:23:15,1,1140,Extension Cord (4-Socket),Ratnapura,1140
EH-2024001347,20053,2024-03-02 15:23:15,1,2480,Laptop Cooling Pad,Ratnapura,2480
EH-2024001348,20012,2024-03-02 17:43:05,1,1900,Gas Cooker Adapter (LPG-saver),Colombo,1900
EH-2024001348,20012,2024-03-02 17:43:05,1,41350,Singer LED TV 32-inch,Colombo,41350
EH-2024001348,20012,2024-03-02 17:43:05,2,4120,Power Bank 10000mAh,Colombo,8240
EH-2024001349,20083,2024-03-03 09:19:50,1,4190,Power Bank 10000mAh,Kandy,4190
EH-2024001350,20053,2024-03-03 14:52:02,1,4160,Power Bank 10000mAh,Ratnapura,4160
EH-2024001350,20053,2024-03-03 14:52:02,1,85070,Samsung Galaxy A14 Smartphone,Ratnapura,85070
EH-2024001351,20231,2024-03-03 16:07:27,1,6280,Abans Blender 400W,Colombo,6280
EH-2024001352,20119,2024-03-03 17:17:05,1,10170,itel Feature Phone,Gampaha,10170
EH-2024001352,20119,2024-03-03 17:17:05,1,6180,Abans Blender 400W,Gampaha,6180
EH-2024001352,20119,2024-03-03 17:17:05,1,1110,Rechargeable LED Bulb,Gampaha,1110
EH-2024001353,20086,2024-03-03 19:52:01,1,8030,Innovex Rice Cooker 1.8L,Galle,8030
EH-2024001353,20086,2024-03-03 19:52:01,1,4690,Philips Electric Kettle,Galle,4690
EH-2024001353,20086,2024-03-03 19:52:01,1,6030,National Table Fan 16-inch,Galle,6030
EH-2024001354,20022,2024-03-04 12:16:58,1,2720,Laptop Cooling Pad,Matale,2720
EH-2024001354,20022,2024-03-04 12:16:58,1,21840,Panasonic Inverter 700VA,Matale,21840
EH-2024001354,20022,2024-03-04 12:16:58,1,1870,Gas Cooker Adapter (LPG-saver),Matale,1870
EH-2024001355,20147,2024-03-04 14:19:28,1,6130,Abans Blender 400W,Colombo,6130
