InvoiceNo,StockCode,Description,Quantity,InvoiceDate,CustomerID,UnitPrice_LKR,Total_Price_LKR,District
540558,40007,MUNCHEE CHOCOLATE BISCUIT 200G,8,5/28/22 9:06,401075,240,1920,Moneragala
540559,40068,CLOSE UP TOOTHPASTE 120G,1,5/28/22 16:43,401012,255,255,Nuwara Eliya
540560,40004,ZESTA TEA 400G,4,5/29/22 10:28,401173,1145,4580,Puttalam
540561,40012,MALIBAN CREAM CRACKER 500G,1,5/30/22 11:40,401028,460,460,Puttalam
540562,40049,ROZA PASTA MACARONI 400G,3,5/31/22 19:59,401003,330,990,Kegalle
540563,40048,EDINBOROUGH SOY SAUCE 400ML,2,6/1/22 13:22,401206,380,760,Kegalle
540564,40026,KITHUL TREACLE 750ML,4,6/1/22 13:51,,1965,7860,Jaffna
540565,40061,VELVET BEAUTY SOAP 100G,15,6/1/22 17:19,401085,165,2475,Matara
540566,40023,RATHTHI MILK POWDER 400G,2,6/1/22 20:43,401172,1200,2400,Gampaha
540567,40005,WATAWALA TEA 400G,3,6/2/22 10:04,401032,850,2550,Matale
540568,40002,DILMAH EARL GREY TEA 50 BAGS,4,6/2/22 16:06,401193,930,3720,Kandy
540569,40006,MUNCHEE SUPER CREAM CRACKER 500G,8,6/3/22 20:41,401034,490,3920,Jaffna
540570,40046,MARMITE 100G,3,6/4/22 14:16,401094,820,2460,Anuradhapura
540571,40033,HARISCHANDRA NOODLES 400G,1,6/4/22 14:37,401190,275,275,Gampaha
540572,40015,SIDDHALEPA BALM 50G,8,6/5/22 15:41,,275,2200,Matara
540573,40007,MUNCHEE CHOCOLATE BISCUIT 200G,12,6/5/22 20:23,401062,240,2880,Trincomalee
540574,40079,CEYLON TOBACCO (CIGARETTES PACK),5,6/8/22 17:15,401050,1310,6550,Kalutara
540575,40032,PRIMA STELLA NOODLES 400G,1,6/8/22 20:41,,305,305,Colombo
540576,40071,MA MA NOODLES 5 PACK,2,6/13/22 19:00,,435,870,Kandy
540577,40003,DILMAH GREEN TEA 20 BAGS,8,6/14/22 13:27,,600,4800,Kalutara
540578,40032,PRIMA STELLA NOODLES 400G,3,6/15/22 8:27,401191,305,915,Jaffna
540579,40043,ASTRA MARGARINE 250G,4,6/18/22 16:25,401199,435,1740,Gampaha
540580,40002,DILMAH EARL GREY TEA 50 BAGS,15,6/21/22 17:35,401125,930,13950,Kalutara
540581,40004,ZESTA TEA 400G,3,6/21/22 19:33,401007,1145,3435,Jaffna
540582,40017,MD MIXED FRUIT JAM 500G,1,6/24/22 8:05,401023,710,710,Kurunegala
540583,40005,WATAWALA TEA 400G,2,6/25/22 11:24,401062,850,1700,Trincomalee
540584,40001,DILMAH CEYLON TEA 500G,5,6/27/22 8:39,401022,1310,6550,Kalutara
540585,40005,WATAWALA TEA 400G,4,6/28/22 15:15,401191,850,3400,Polonnaruwa
540586,40005,WATAWALA TEA 400G,1,6/30/22 19:55,401028,850,850,Ratnapura
540587,40002,DILMAH EARL GREY TEA 50 BAGS,3,7/2/22 9:35,401074,930,2790,Kegalle
540588,40049,ROZA PASTA MACARONI 400G,4,7/4/22 11:01,401014,330,1320,Kurunegala
C540589,40003,DILMAH GREEN TEA 20 BAGS,-5,7/4/22 16:35,,600,-3000,Colombo
540590,40006,MUNCHEE SUPER CREAM CRACKER 500G,15,7/6/22 10:29,401075,490,7350,Moneragala
540591,40040,SIGNAL TOOTHPASTE 120G,4,7/11/22 10:29,401097,250,1000,Ratnapura
540592,40008,MUNCHEE LEMON PUFF 200G,8,7/11/22 16:26,401132,220,1760,Colombo
540593,40056,SUNSILK BLACK SHAMPOO 200ML,5,7/13/22 18:48,401073,600,3000,Polonnaruwa
540594,40022,ANCHOR MILK POWDER 400G,2,7/15/22 8:44,401072,1255,2510,Jaffna
540595,40012,MALIBAN CREAM CRACKER 500G,5,7/15/22 13:26,401032,460,2300,Gampaha
540596,40023,RATHTHI MILK POWDER 400G,4,7/15/22 18:09,401066,1200,4800,Mannar
540597,40009,MUNCHEE TIKIRI MARIE 80G,2,7/17/22 9:56,401008,75,150,Ratnapura
540598,40007,MUNCHEE CHOCOLATE BISCUIT 200G,3,7/18/22 16:29,401142,240,720,Kalutara
540599,40058,DIVA WASHING POWDER 1KG,2,7/18/22 20:23,401016,710,1420,Nuwara Eliya
540600,40003,DILMAH GREEN TEA 20 BAGS,1,7/19/22 9:35,401023,600,600,Colombo
540601,40054,PEARS BABY POWDER 100G,2,7/19/22 19:46,401131,275,550,Ampara
540602,40043,ASTRA MARGARINE 250G,5,7/21/22 14:44,401215,435,2175,Ratnapura
540603,40033,HARISCHANDRA NOODLES 400G,2,7/22/22 13:47,401025,275,550,Trincomalee
540604,40013,SPA CEYLON SLEEP BODY LOTION,1,7/25/22 15:13,401120,3820,3820,Jaffna
540605,40004,ZESTA TEA 400G,12,7/27/22 17:02,401113,1145,13740,Kurunegala
540606,40057,VIM DISHWASH LIQUID 500ML,15,7/28/22 14:49,401112,490,7350,Ratnapura
540607,40037,MOTHA STRAWBERRY JELLY 100G,2,7/29/22 11:04,401146,130,260,Moneragala
540608,40003,DILMAH GREEN TEA 20 BAGS,2,7/30/22 11:56,401061,600,1200,Anuradhapura
540609,40004,ZESTA TEA 400G,2,8/5/22 9:46,401001,1145,2290,Galle
540610,40033,HARISCHANDRA NOODLES 400G,5,8/5/22 19:13,401067,275,1375,Galle
540611,40044,HAPPY COW CHEESE 120G,1,8/7/22 12:01,,930,930,Kalutara
540612,40022,ANCHOR MILK POWDER 400G,10,8/8/22 18:32,401054,1255,12550,Colombo
540613,40051,LANKA SOY CHICKEN FLAVOUR 90G,1,8/9/22 17:29,401112,130,130,Gampaha
540614,40051,LANKA SOY CHICKEN FLAVOUR 90G,2,8/10/22 19:11,401072,130,260,Matara
540615,40001,DILMAH CEYLON TEA 500G,2,8/13/22 20:44,,1310,2620,Ratnapura
540616,40007,MUNCHEE CHOCOLATE BISCUIT 200G,4,8/18/22 9:05,401142,240,960,Anuradhapura
540617,40068,CLOSE UP TOOTHPASTE 120G,6,8/19/22 15:35,401200,255,1530,Batticaloa
540618,40039,CLOGARD TOOTHPASTE 120G,1,8/20/22 14:36,401073,240,240,Ratnapura
540619,40024,HIGHLAND MILK 1L,2,8/20/22 15:55,401005,435,870,Matara
C540620,40002,DILMAH EARL GREY TEA 50 BAGS,-5,8/21/22 13:36,401006,930,-4650,Colombo
540621,40007,MUNCHEE CHOCOLATE BISCUIT 200G,6,8/21/22 15:53,401063,240,1440,Hambantota
540622,40005,WATAWALA TEA 400G,15,8/22/22 14:32,401164,850,12750,Kandy
540623,40017,MD MIXED FRUIT JAM 500G,4,8/31/22 18:37,401009,710,2840,Jaffna
540624,40055,LIFEBUOY SOAP 100G,2,9/3/22 8:44,,140,280,Kalutara
540625,40052,WIJAYA ROASTED CURRY POWDER 250G,2,9/4/22 18:49,401141,435,870,Gampaha
540626,40020,ELEPHANT HOUSE CREAM SODA 1.5L,15,9/8/22 18:25,,435,6525,Ratnapura
540627,40006,MUNCHEE SUPER CREAM CRACKER 500G,1,9/8/22 18:53,401013,490,490,Kurunegala
540628,40008,MUNCHEE LEMON PUFF 200G,1,9/9/22 8:05,401166,220,220,Gampaha
540629,40001,DILMAH CEYLON TEA 500G,1,9/9/22 13:14,401102,1310,1310,Colombo
540630,40092,ARALIYA COCONUT MILK POWDER 300G,5,9/9/22 16:40,,765,3825,Colombo
540631,40045,PANADOL 100 TABLETS,8,9/10/22 9:28,401183,490,3920,Colombo
540632,40001,DILMAH CEYLON TEA 500G,4,9/13/22 9:05,401055,1310,5240,Jaffna
540633,40002,DILMAH EARL GREY TEA 50 BAGS,5,9/16/22 8:53,,930,4650,Ratnapura
540634,40011,MALIBAN LEMON PUFF 200G,2,9/16/22 12:38,401155,220,440,Batticaloa
540635,40031,PRIMA KOTTU MEE CUP,1,9/22/22 8:25,,165,165,Trincomalee
540636,40040,SIGNAL TOOTHPASTE 120G,8,9/22/22 12:14,401132,250,2000,Jaffna
540637,40076,CEYLON COLD STORES YOGHURT 80G,6,9/24/22 12:57,401004,100,600,Matale
540638,40002,DILMAH EARL GREY TEA 50 BAGS,10,9/25/22 17:41,401120,930,9300,Hambantota
540639,40001,DILMAH CEYLON TEA 500G,10,9/28/22 16:47,401112,1310,13100,Nuwara Eliya
540640,40047,PELWATTE BUTTER 200G,5,9/28/22 19:56,401199,820,4100,Gampaha
540641,40055,LIFEBUOY SOAP 100G,3,9/29/22 19:03,401213,140,420,Kalutara
540642,40065,FAIR & LOVELY CREAM 50G,3,9/30/22 9:47,401093,350,1050,Polonnaruwa
540643,40073,DELMEGE BASMATI RICE 5KG,1,10/3/22 14:02,401020,2295,2295,Colombo
540644,40036,MAGGI COCONUT MILK POWDER 300G,3,10/5/22 15:09,,820,2460,Gampaha
540645,40070,NESPRAY MILK POWDER 400G,2,10/6/22 19:42,401076,1290,2580,Colombo
540646,40020,ELEPHANT HOUSE CREAM SODA 1.5L,1,10/10/22 10:56,,435,435,Gampaha
540647,40049,ROZA PASTA MACARONI 400G,15,10/10/22 18:04,401020,330,4950,Jaffna
540648,40015,SIDDHALEPA BALM 50G,1,10/12/22 15:32,401012,275,275,Jaffna
540649,40006,MUNCHEE SUPER CREAM CRACKER 500G,2,10/15/22 8:35,401007,490,980,Anuradhapura
540650,40002,DILMAH EARL GREY TEA 50 BAGS,4,10/18/22 16:16,401158,930,3720,Colombo
540651,40033,HARISCHANDRA NOODLES 400G,2,10/18/22 19:13,,275,550,Colombo
540652,40007,MUNCHEE CHOCOLATE BISCUIT 200G,3,10/19/22 19:48,,240,720,Ratnapura
540653,40024,HIGHLAND MILK 1L,8,10/21/22 18:58,401112,435,3480,Jaffna
540654,40039,CLOGARD TOOTHPASTE 120G,8,10/22/22 8:40,401035,240,1920,Gampaha
540655,40020,ELEPHANT HOUSE CREAM SODA 1.5L,2,10/23/22 12:03,,435,870,Matara
540656,40017,MD MIXED FRUIT JAM 500G,1,10/24/22 18:40,401105,710,710,Gampaha
540657,40051,LANKA SOY CHICKEN FLAVOUR 90G,2,10/26/22 16:57,401069,130,260,Hambantota
540658,40001,DILMAH CEYLON TEA 500G,3,10/26/22 19:17,401054,1310,3930,Colombo
540659,40018,MD MANGO CHUTNEY 400G,5,10/29/22 11:05,401190,710,3550,Gampaha
540660,40082,NECTO 1.5L,1,10/31/22 16:58,,380,380,Galle
540661,40006,MUNCHEE SUPER CREAM CRACKER 500G,3,11/5/22 12:13,401018,490,1470,Hambantota
540662,40023,RATHTHI MILK POWDER 400G,8,11/6/22 11:50,401001,1200,9600,Gampaha
540663,40002,DILMAH EARL GREY TEA 50 BAGS,10,11/9/22 20:31,401215,930,9300,Badulla
540664,40004,ZESTA TEA 400G,4,11/12/22 10:29,401133,1145,4580,Jaffna
540665,40011,MALIBAN LEMON PUFF 200G,10,11/12/22 12:46,401183,220,2200,Gampaha
540666,40005,WATAWALA TEA 400G,2,11/12/22 12:55,401192,850,1700,Kalutara
540667,40001,DILMAH CEYLON TEA 500G,1,11/13/22 13:54,,1310,1310,Colombo
540668,40013,SPA CEYLON SLEEP BODY LOTION,4,11/15/22 11:18,401076,3820,15280,Kurunegala
540669,40047,PELWATTE BUTTER 200G,2,11/16/22 8:05,401001,820,1640,Puttalam
540670,40005,WATAWALA TEA 400G,8,11/16/22 8:54,401089,850,6800,Colombo
540671,40018,MD MANGO CHUTNEY 400G,1,11/16/22 15:31,401032,710,710,Polonnaruwa
540672,40003,DILMAH GREEN TEA 20 BAGS,2,11/20/22 9:14,401034,600,1200,Colombo
540673,40029,KIST TOMATO KETCHUP 400G,2,11/21/22 10:16,401125,490,980,Colombo
540674,40010,MALIBAN MARIE BISCUITS 400G,3,11/21/22 17:18,,380,1140,Colombo
540675,40070,NESPRAY MILK POWDER 400G,2,11/24/22 14:35,401027,1290,2580,Jaffna
540676,40026,KITHUL TREACLE 750ML,20,11/24/22 18:04,401136,1965,39300,Moneragala
540677,40067,COLGATE TOOTHPASTE 120G,2,11/25/22 12:04,401022,260,520,Matale
540678,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,3,11/26/22 11:35,401216,875,2625,Colombo
540679,40022,ANCHOR MILK POWDER 400G,5,11/26/22 12:54,401009,1255,6275,Anuradhapura
540680,40002,DILMAH EARL GREY TEA 50 BAGS,4,11/26/22 19:28,401071,930,3720,Badulla
540681,40035,CBL SAMAPOSHA 200G,1,11/27/22 13:55,401162,195,195,Anuradhapura
540682,40088,CARGILLS FRESH EGGS (10),6,11/29/22 19:01,401153,380,2280,Kandy
540683,40071,MA MA NOODLES 5 PACK,5,11/30/22 19:59,401105,435,2175,Moneragala
540684,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,4,12/1/22 20:35,401213,875,3500,Nuwara Eliya
540685,40087,CARGILLS MAGIC SAUSAGES 400G,3,12/2/22 15:15,401114,850,2550,Colombo
540686,40070,NESPRAY MILK POWDER 400G,1,12/2/22 17:19,401167,1290,1290,Ratnapura
540687,40002,DILMAH EARL GREY TEA 50 BAGS,10,12/3/22 10:33,401031,930,9300,Ampara
540688,40051,LANKA SOY CHICKEN FLAVOUR 90G,1,12/3/22 14:47,401178,130,130,Kandy
540689,40023,RATHTHI MILK POWDER 400G,12,12/5/22 9:40,401012,1200,14400,Anuradhapura
540690,40007,MUNCHEE CHOCOLATE BISCUIT 200G,1,12/5/22 10:42,,240,240,Kalutara
540691,40020,ELEPHANT HOUSE CREAM SODA 1.5L,6,12/6/22 8:02,401138,435,2610,Colombo
540692,40034,HARISCHANDRA COFFEE 100G,8,12/6/22 14:29,401094,415,3320,Hambantota
540693,40034,HARISCHANDRA COFFEE 100G,4,12/7/22 13:22,401155,415,1660,Kandy
540694,40032,PRIMA STELLA NOODLES 400G,6,12/7/22 17:36,401078,305,1830,Polonnaruwa
540695,40048,EDINBOROUGH SOY SAUCE 400ML,2,12/9/22 9:57,401173,380,760,Kalutara
540696,40010,MALIBAN MARIE BISCUITS 400G,8,12/9/22 11:32,401028,380,3040,Kurunegala
540697,40070,NESPRAY MILK POWDER 400G,3,12/11/22 18:33,401184,1290,3870,Puttalam
540698,40077,PILAWOOS FALOODA MIX 200G,4,12/12/22 17:06,401040,380,1520,Ratnapura
540699,40026,KITHUL TREACLE 750ML,10,12/15/22 13:48,401131,1965,19650,Gampaha
540700,40014,SPA CEYLON HAND CREAM,20,12/16/22 8:59,401188,2400,48000,Kandy
540701,40003,DILMAH GREEN TEA 20 BAGS,4,12/17/22 9:03,401141,600,2400,Kalutara
540702,40019,ELEPHANT HOUSE GINGER BEER 1.5L,3,12/18/22 16:57,401003,435,1305,Kandy
540703,40010,MALIBAN MARIE BISCUITS 400G,2,12/18/22 19:16,401108,380,760,Colombo
540704,40002,DILMAH EARL GREY TEA 50 BAGS,1,12/21/22 12:25,401004,930,930,Colombo
540705,40011,MALIBAN LEMON PUFF 200G,3,12/22/22 16:44,401172,220,660,Kurunegala
540706,40052,WIJAYA ROASTED CURRY POWDER 250G,2,12/23/22 13:01,401059,435,870,Nuwara Eliya
540707,40009,MUNCHEE TIKIRI MARIE 80G,3,12/23/22 18:22,,75,225,Jaffna
540708,40037,MOTHA STRAWBERRY JELLY 100G,1,12/24/22 12:08,401082,130,130,Anuradhapura
540709,40014,SPA CEYLON HAND CREAM,3,12/26/22 18:03,401051,2400,7200,Ratnapura
540710,40001,DILMAH CEYLON TEA 500G,3,12/27/22 9:03,,1310,3930,Anuradhapura
540711,40005,WATAWALA TEA 400G,8,12/28/22 9:06,401144,850,6800,Anuradhapura
540712,40081,SPRITE 1.5L,6,12/29/22 11:55,,380,2280,Colombo
540713,40086,FITS COOKING OIL 1L,1,12/29/22 16:03,,1200,1200,Anuradhapura
540714,40016,LINK SAMAHAN BOX (100 PACKETS),3,12/30/22 12:44,401054,1640,4920,Colombo
540715,40008,MUNCHEE LEMON PUFF 200G,4,1/1/23 8:40,401013,230,920,Gampaha
540716,40004,ZESTA TEA 400G,2,1/1/23 8:51,401202,1200,2400,Colombo
540717,40025,KOTMALE FRESH MILK 1L,3,1/1/23 9:33,401047,515,1545,Gampaha
540718,40059,SURF EXCEL 1KG,2,1/1/23 17:48,401132,970,1940,Kegalle
540719,40017,MD MIXED FRUIT JAM 500G,2,1/1/23 19:30,401096,740,1480,Colombo
540720,40042,MARINA COCONUT OIL 1L,10,1/2/23 12:44,401115,1085,10850,Colombo
540721,40001,DILMAH CEYLON TEA 500G,6,1/3/23 16:46,401044,1370,8220,Colombo
540722,40039,CLOGARD TOOTHPASTE 120G,1,1/4/23 16:17,401036,250,250,Kalutara
540723,40007,MUNCHEE CHOCOLATE BISCUIT 200G,6,1/6/23 19:28,,250,1500,Matara
540724,40003,DILMAH GREEN TEA 20 BAGS,2,1/9/23 17:11,401010,630,1260,Ampara
540725,40023,RATHTHI MILK POWDER 400G,2,1/11/23 18:23,401161,1255,2510,Kalutara
540726,40059,SURF EXCEL 1KG,4,1/11/23 18:56,401022,970,3880,Polonnaruwa
540727,40039,CLOGARD TOOTHPASTE 120G,3,1/12/23 12:29,401113,250,750,Gampaha
540728,40014,SPA CEYLON HAND CREAM,1,1/15/23 14:18,401219,2510,2510,Anuradhapura
540729,40003,DILMAH GREEN TEA 20 BAGS,3,1/17/23 19:21,401022,630,1890,Anuradhapura
540730,40039,CLOGARD TOOTHPASTE 120G,1,1/19/23 13:20,401088,250,250,Matara
540731,40005,WATAWALA TEA 400G,2,1/20/23 12:42,401089,890,1780,Gampaha
540732,40055,LIFEBUOY SOAP 100G,3,1/22/23 20:07,401142,150,450,Galle
540733,40056,SUNSILK BLACK SHAMPOO 200ML,3,1/29/23 12:26,,630,1890,Matara
540734,40001,DILMAH CEYLON TEA 500G,5,1/29/23 13:16,401143,1370,6850,Anuradhapura
540735,40049,ROZA PASTA MACARONI 400G,3,1/30/23 9:07,401020,340,1020,Kalutara
540736,40007,MUNCHEE CHOCOLATE BISCUIT 200G,5,1/31/23 10:02,401079,250,1250,Kalutara
540737,40037,MOTHA STRAWBERRY JELLY 100G,4,2/2/23 20:45,401136,135,540,Hambantota
540738,40068,CLOSE UP TOOTHPASTE 120G,1,2/3/23 8:20,401127,270,270,Matale
540739,40060,SUNLIGHT SOAP 115G,1,2/3/23 16:38,401081,135,135,Puttalam
540740,40008,MUNCHEE LEMON PUFF 200G,1,2/4/23 20:27,401196,230,230,Matara
540741,40011,MALIBAN LEMON PUFF 200G,8,2/5/23 8:04,,230,1840,Kandy
540742,40063,MILO 400G,1,2/8/23 9:11,401036,890,890,Trincomalee
540743,40016,LINK SAMAHAN BOX (100 PACKETS),4,2/8/23 14:13,401194,1710,6840,Galle
540744,40037,MOTHA STRAWBERRY JELLY 100G,5,2/8/23 18:29,,135,675,Matale
540745,40077,PILAWOOS FALOODA MIX 200G,3,2/12/23 8:22,,400,1200,Colombo
540746,40005,WATAWALA TEA 400G,3,2/13/23 8:41,401159,890,2670,Polonnaruwa
540747,40020,ELEPHANT HOUSE CREAM SODA 1.5L,2,2/13/23 16:08,401005,455,910,Kalutara
540748,40037,MOTHA STRAWBERRY JELLY 100G,8,2/14/23 14:31,,135,1080,Colombo
540749,40028,BAIRAHA CHICKEN 1KG,4,2/14/23 19:20,401073,1655,6620,Gampaha
540750,40025,KOTMALE FRESH MILK 1L,2,2/15/23 10:06,401001,515,1030,Gampaha
540751,40072,FUN FOODS MAYONNAISE 250G,3,2/15/23 12:53,401018,560,1680,Kandy
540752,40015,SIDDHALEPA BALM 50G,4,2/16/23 17:43,401078,285,1140,Kalutara
540753,40006,MUNCHEE SUPER CREAM CRACKER 500G,1,2/19/23 19:43,401062,515,515,Colombo
540754,40026,KITHUL TREACLE 750ML,4,2/20/23 12:40,401093,2055,8220,Gampaha
540755,40010,MALIBAN MARIE BISCUITS 400G,8,2/20/23 16:14,401091,400,3200,Mannar
540756,40007,MUNCHEE CHOCOLATE BISCUIT 200G,3,2/20/23 18:36,401036,250,750,Batticaloa
540757,40021,ELEPHANT HOUSE VANILLA ICE CREAM 1L,4,2/20/23 19:08,401018,915,3660,Matara
540758,40004,ZESTA TEA 400G,3,2/21/23 9:18,,1200,3600,Ratnapura
540759,40013,SPA CEYLON SLEEP BODY LOTION,8,2/22/23 12:26,401056,3995,31960,Moneragala
540760,40078,SOFTLOGIC COCONUT MILK 400ML,2,2/25/23 19:03,401197,365,730,Colombo
540761,40041,BABY CHERAMY SOAP 90G,3,2/26/23 9:15,401038,160,480,Galle
540762,40009,MUNCHEE TIKIRI MARIE 80G,1,2/28/23 11:25,401123,80,80,Colombo
540763,40023,RATHTHI MILK POWDER 400G,1,2/28/23 19:40,401046,1255,1255,Colombo
540764,40026,KITHUL TREACLE 750ML,2,3/1/23 16:28,401137,2055,4110,Colombo
540765,40013,SPA CEYLON SLEEP BODY LOTION,2,3/2/23 9:19,401008,3995,7990,Kandy
540766,40007,MUNCHEE CHOCOLATE BISCUIT 200G,3,3/2/23 9:43,401082,250,750,Kurunegala
540767,40051,LANKA SOY CHICKEN FLAVOUR 90G,2,3/3/23 13:57,401217,135,270,Kegalle
540768,40029,KIST TOMATO KETCHUP 400G,3,3/3/23 16:06,401097,515,1545,Mannar
540769,40002,DILMAH EARL GREY TEA 50 BAGS,2,3/3/23 17:29,401140,970,1940,Kegalle
540770,40035,CBL SAMAPOSHA 200G,4,3/4/23 13:48,401167,205,820,Colombo
540771,40008,MUNCHEE LEMON PUFF 200G,2,3/4/23 19:06,401048,230,460,Badulla
540772,40068,CLOSE UP TOOTHPASTE 120G,6,3/7/23 18:33,401006,270,1620,Ratnapura
540773,40023,RATHTHI MILK POWDER 400G,1,3/15/23 11:41,401214,1255,1255,Kalutara
540774,40009,MUNCHEE TIKIRI MARIE 80G,2,3/15/23 19:53,401202,80,160,Gampaha
540775,40003,DILMAH GREEN TEA 20 BAGS,3,3/16/23 8:51,,630,1890,Jaffna
540776,40083,BOGAWANTALAWA TEA 400G,2,3/16/23 18:42,401186,1025,2050,Colombo
540777,40053,WIJAYA CHILLI POWDER 250G,2,3/16/23 20:31,,515,1030,Colombo
540778,40024,HIGHLAND MILK 1L,10,3/18/23 17:20,401208,455,4550,Ampara
540779,40027,KEELLS CHICKEN SAUSAGES 500G,2,3/19/23 8:29,401101,1085,2170,Batticaloa
540780,40075,RANMUTHU RICE 5KG,1,3/19/23 16:37,401195,1710,1710,Matale
540781,40088,CARGILLS FRESH EGGS (10),2,3/20/23 13:09,401200,400,800,Kandy
540782,40090,RITZBURY CHOCOLATE BAR 100G,2,3/21/23 17:23,401025,295,590,Ampara
540783,40091,USWATTE SPICES MIXED CURRY POWDER 100G,3,3/21/23 19:42,401167,250,750,Jaffna
540784,40004,ZESTA TEA 400G,2,3/22/23 14:49,401085,1200,2400,Kalutara
540785,40024,HIGHLAND MILK 1L,12,3/22/23 18:15,,455,5460,Anuradhapura
540786,40022,ANCHOR MILK POWDER 400G,3,3/24/23 9:03,401119,1310,3930,Colombo
540787,40026,KITHUL TREACLE 750ML,2,3/24/23 13:52,401182,2055,4110,Moneragala
540788,40056,SUNSILK BLACK SHAMPOO 200ML,1,3/24/23 17:53,401044,630,630,Puttalam
540789,40042,MARINA COCONUT OIL 1L,3,3/26/23 20:06,401005,1085,3255,Jaffna
540790,40045,PANADOL 100 TABLETS,6,3/26/23 20:18,401179,515,3090,Colombo
540791,40005,WATAWALA TEA 400G,3,3/29/23 20:41,401035,890,2670,Jaffna
540792,40031,PRIMA KOTTU MEE CUP,5,4/1/23 8:27,,170,850,Ratnapura
540793,40011,MALIBAN LEMON PUFF 200G,5,4/3/23 9:11,401136,230,1150,Ratnapura
C540794,40003,DILMAH GREEN TEA 20 BAGS,-8,4/5/23 14:03,401214,630,-5040,Trincomalee
540795,40007,MUNCHEE CHOCOLATE BISCUIT 200G,5,4/7/23 8:30,401071,250,1250,Colombo
540796,40035,CBL SAMAPOSHA 200G,3,4/7/23 15:58,401212,205,615,Colombo
540797,40088,CARGILLS FRESH EGGS (10),15,4/7/23 16:00,401023,400,6000,Galle
540798,40003,DILMAH GREEN TEA 20 BAGS,4,4/8/23 16:00,,630,2520,Ampara
540799,40016,LINK SAMAHAN BOX (100 PACKETS),1,4/13/23 14:25,401184,1710,1710,Gampaha
540800,40072,FUN FOODS MAYONNAISE 250G,1,4/14/23 11:16,401005,560,560,Kegalle
540801,40006,MUNCHEE SUPER CREAM CRACKER 500G,2,4/14/23 17:22,401207,515,1030,Kalutara
540802,40001,DILMAH CEYLON TEA 500G,4,4/14/23 17:37,401030,1370,5480,Kurunegala
540803,40013,SPA CEYLON SLEEP BODY LOTION,15,4/15/23 11:18,,3995,59925,Kandy
540804,40004,ZESTA TEA 400G,2,4/16/23 9:28,401046,1200,2400,Matara
540805,40013,SPA CEYLON SLEEP BODY LOTION,3,4/17/23 11:34,,3995,11985,Kegalle
540806,40062,NESTOMALT 400G,3,4/17/23 16:13,401219,710,2130,Kurunegala
540807,40022,ANCHOR MILK POWDER 400G,2,4/17/23 16:38,401180,1310,2620,Matara
540808,40082,NECTO 1.5L,5,4/18/23 8:51,401095,400,2000,Gampaha
540809,40035,CBL SAMAPOSHA 200G,8,4/18/23 17:01,401114,205,1640,Kandy
540810,40041,BABY CHERAMY SOAP 90G,1,4/19/23 13:28,401071,160,160,Moneragala
540811,40002,DILMAH EARL GREY TEA 50 BAGS,12,4/19/23 20:24,401141,970,11640,Jaffna
540812,40010,MALIBAN MARIE BISCUITS 400G,2,4/21/23 19:47,401030,400,800,Gampaha
540813,40057,VIM DISHWASH LIQUID 500ML,4,4/22/23 10:54,,515,2060,Puttalam
540814,40002,DILMAH EARL GREY TEA 50 BAGS,8,4/22/23 13:22,401166,970,7760,Gampaha
540815,40029,KIST TOMATO KETCHUP 400G,6,4/23/23 12:58,401028,515,3090,Batticaloa
540816,40027,KEELLS CHICKEN SAUSAGES 500G,5,4/24/23 20:31,401185,1085,5425,Colombo
540817,40022,ANCHOR MILK POWDER 400G,1,4/25/23 8:28,401172,1310,1310,Moneragala
540818,40090,RITZBURY CHOCOLATE BAR 100G,3,4/25/23 15:24,401108,295,885,Jaffna
540819,40006,MUNCHEE SUPER CREAM CRACKER 500G,3,4/27/23 9:55,401014,515,1545,Galle
540820,40016,LINK SAMAHAN BOX (100 PACKETS),2,4/27/23 13:46,,1710,3420,Anuradhapura
540821,40017,MD MIXED FRUIT JAM 500G,2,4/28/23 11:20,401146,740,1480,Gampaha
540822,40046,MARMITE 100G,2,4/28/23 18:26,,855,1710,Kurunegala
540823,40054,PEARS BABY POWDER 100G,3,4/28/23 19:24,401049,285,855,Hambantota
540824,40016,LINK SAMAHAN BOX (100 PACKETS),1,4/28/23 19:41,401214,1710,1710,Galle
540825,40069,ANCHOR BUTTER 200G,4,4/29/23 12:34,401210,890,3560,Colombo
540826,40052,WIJAYA ROASTED CURRY POWDER 250G,3,4/29/23 19:16,401064,455,1365,Gampaha
540827,40009,MUNCHEE TIKIRI MARIE 80G,1,4/30/23 16:07,401018,80,80,Ratnapura
540828,40067,COLGATE TOOTHPASTE 120G,6,5/3/23 12:41,,275,1650,Trincomalee
540829,40068,CLOSE UP TOOTHPASTE 120G,6,5/4/23 14:30,401056,270,1620,Galle
540830,40061,VELVET BEAUTY SOAP 100G,6,5/4/23 17:15,401010,170,1020,Colombo
540831,40016,LINK SAMAHAN BOX (100 PACKETS),5,5/4/23 18:50,401158,1710,8550,Kandy
540832,40045,PANADOL 100 TABLETS,3,5/6/23 8:23,401159,515,1545,Jaffna
540833,40011,MALIBAN LEMON PUFF 200G,4,5/10/23 20:40,401073,230,920,Galle
540834,40014,SPA CEYLON HAND CREAM,6,5/11/23 9:13,401172,2510,15060,Nuwara Eliya
